Meeting / File Date,Name,File Type,Media Purpose,Download Link
5/4/2010,Redvelopment Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/May/20100504RDA.pdf
5/4/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/May/May 4 Council Packet.pdf
5/4/2010,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/May/May 4 RDA Packet.pdf
4/6/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/April/20100406ccm.pdf
4/13/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/April/20100413cwm.pdf
5/12/2010,Planning Commission Agenda,Document,Agendas,"http://www.midvalecity.org/files/planning/agendas/2010/May/PC Agenda, May 12, 2010.rtf"
5/11/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/May/20100511WA.pdf
5/12/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/May/05-12-10 PC packet.pdf
5/18/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/May/20100518CCA.pdf
5/18/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/May/May 18, 2010.pdf"
4/28/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/April/pzc20100428m.pdf
5/25/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/May/20100525WA.pdf
5/25/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/May/20100525WA.pdf
5/26/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/May/Midvale PC agenda.pdf
5/26/2010,Planning Commission Packet,Document,Packets,"http://www.midvalecity.org/files/planning/packets/2010/May/May 26, 2010 PC Packet.pdf"
6/1/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/June/20100601CCA.pdf
6/1/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/June/20100601RDA.pdf
6/1/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/June/City Council June 1, 2010.pdf"
6/1/2010,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2010/June/RDA June 1, 2010.pdf"
6/8/2010,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/June/BOA agenda 06-08-10.pdf
6/8/2010,Board of Adjustment,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/June/06-08-10 BOA special meeting AGENDA.pdf
6/8/2010,City Council Meeting,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/June/20100608WA.pdf
6/9/2010,Planning Commission,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/June/Planning Commission Agenda 06-09-10.pdf
5/12/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/May/Draft051210.doc
5/26/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/May/Draft052610.doc
6/9/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/June/PC packet 06-09-10.pdf
4/13/2010,Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/April/20100413cwm.doc
4/20/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/April/20100420ccm.pdf
4/27/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/April/20100427cwm.pdf
5/4/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/May/20100504ccm.pdf
5/11/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/May/20100511cwm.pdf
5/11/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/May/20100511cwm.doc
5/18/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/May/20100518ccm.pdf
5/25/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/May/20100525cwm.pdf
6/15/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/June/June 15, 2010 City Council.pdf"
6/15/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/June/June 15, 2010 City Council.pdf"
6/15/2010,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2010/June/June 15, 2010 RDA.pdf"
6/15/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/June/20100615CCA.pdf
6/15/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/June/20100615RDA.pdf
5/12/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/May/pzc20100512m.pdf
6/23/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/June/Midvale PC Agenda 06-23-10.pdf
6/22/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/June/20100622CCA.pdf
6/22/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/June/20100622CCA.pdf
6/22/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/June/June 22, 2010 Council Packet.pdf"
6/23/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/June/06-23-10 PC packet.pdf
7/6/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/July/20100706CCA.pdf
7/6/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/July/July 6 Council Packet.pdf
6/9/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/June/pzc20100609m.pdf
3/18/2010,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2010/March/ba20100318m.pdf
7/15/2010,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/July/BOA agenda001.pdf
7/15/2010,Board of Adjustment Packet,Document,Packets,http://www.midvalecity.org/files/boa/packets/2010/July/07152010 BOA packet001.pdf
6/8/2010,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2010/June/06-08-10 BOA minutes.pdf
6/23/2010,Planning Commission Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/June/PC_062310.pdf
7/14/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/July/Midvale PC agenda 07-14-10 001.pdf
7/14/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/July/07-14-10 PC packet001.pdf
7/20/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/July/20100720CCA.pdf
7/20/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/July/20100720RDA.pdf
7/20/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/July/CC Packet July 20, 2010.pdf"
7/20/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/July/CC Packet July 20, 2010.pdf"
7/20/2010,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2010/July/RDA Packet July 20, 2010.pdf"
8/5/2010,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/August/08-05-10 BOA AGENDA.doc
8/5/2010,Board of Adjustment Agenda,Document,Agendas,http://www.midvalecity.org/files/boa/agendas/2010/August/BOA agenda001.pdf
8/5/2010,Board of Adjustment Packet,Document,Packets,"http://www.midvalecity.org/files/boa/packets/2010/August/BOA packet August 5, 2010.pdf"
8/11/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/August/08-11-10 PC agenda.pdf
8/11/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/August/08-11-10 PC packet.pdf
8/10/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/August/20100810CCA.pdf
8/10/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/August/20100810RDA.pdf
8/10/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/August/CC Packet August 10, 2010.pdf"
8/10/2010,Redevelopment Agency Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2010/August/RDA Packet August 10, 2010.pdf"
8/5/2010,Board of Adjustment Minutes,Document,Minutes,http://www.midvalecity.org/files/boa/minutes/2010/August/BA11172011_859d3cce.pdf
8/24/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/August/20100824CCA.pdf
8/24/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/August/Council Packet.pdf
8/25/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/August/Midvale PC agenda 8-25-10.pdf
8/25/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/August/PC packet 08-25-10.pdf
8/10/2010,City Council Meeting,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/August/20100810ccm.pdf
8/25/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/August/PC_082510.pdf
9/8/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/September/Midvale PC agenda 9-8-10.pdf
9/8/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/September/PC packet 09-08-10.pdf
7/14/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/July/PC_071410.pdf
8/11/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/August/PC_081110.pdf
9/14/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/September/20100914CCA.pdf
9/14/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/September/Council Packet 9-14-2010.pdf
9/21/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/September/20100921CCA.pdf
9/21/2010,Redevelopment Agency Meeting,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/September/20100921RDA.pdf
9/21/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/September/CC Packet - 9-21-2010.pdf
9/22/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/September/09-22-10 PC agenda.pdf
9/8/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/September/PC_090810.pdf
9/22/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/September/PC packet 09-22-10.pdf
9/21/2010,Amended City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/September/20100921CCA.pdf
9/28/2010,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/September/20100928WA.pdf
9/28/2010,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/September/20100928RDA.pdf
10/5/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/October/20101005CCA.pdf
10/5/2010,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/October/20101005RDA.pdf
10/5/2010,City Council Meeting,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/October/CC Packet 10-05-2010.pdf
10/5/2010,City Council Meeting,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/October/CC Packet 10-05-2010.pdf
10/5/2010,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/October/RDA Packet 10-05-2010.pdf
8/24/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/August/20100824ccm.pdf
8/10/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/August/20100810rda.pdf
9/14/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/September/20100914ccm.pdf
9/21/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/September/20100921ccm.pdf
9/21/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/September/20100921rda.pdf
9/28/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/September/20100928rda.pdf
10/13/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/October/PC agenda 10-13-10.pdf
10/8/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/October/PC minutes 09-22-10.pdf
10/12/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/October/20101012WA.pdf
10/13/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/October/PC packet 10-13-10.pdf
10/19/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/October/20101019CCA.pdf
10/19/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/October/CC Packet 10-19-2010.pdf
10/20/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/October/PC agenda 10-20-10.pdf
10/27/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/October/PC agenda 10-27-10.pdf
10/13/2010,Planning Commission,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/October/PC minutes 10-13-10.pdf
10/27/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/October/PC packet 10-27-10.pdf
10/13/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/October/PC101310.pdf
9/22/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/September/PC_092210.pdf
10/27/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/October/10272010.pdf
11/10/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/November/11-10-10 PC agenda.pdf
11/9/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/November/20101109CCA.pdf
11/9/2010,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2010/November/Council Packet November 9, 2010.pdf"
10/26/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/October/20101026.pdf
11/10/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/November/PC packet 11-10-10.pdf
10/5/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/October/20101005ccm.doc
10/12/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/October/20101012cwm.pdf
10/19/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/October/20101019ccm.pdf
11/16/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/November/20101116CCA.pdf
11/16/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/November/20101116WA.pdf
11/16/2010,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/November/20101116RDA.pdf
11/16/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/November/Council Packet -11-16-2010.pdf
11/16/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/November/Council Packet -11-16-2010.pdf
11/16/2010,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/November/RDA - 11-16-2010.pdf
12/2/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/December/20101202 SPMA legislative breakfast.pdf
12/8/2010,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2010/December/PC agenda 12-08-10 amended.pdf
11/10/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/November/PC_11102010.pdf
12/8/2010,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2010/December/PC packet 12-08-10.pdf
12/14/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/December/20101214CCA.pdf
12/14/2010,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/December/20101214RDA.pdf
12/14/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/December/Council Packet 12-14-2010.pdf
12/14/2010,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2010/December/Council Packet 12-14-2010.pdf
12/14/2010,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2010/December/RDA Packet 12-14-2010.pdf
11/16/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/November/20101116ccm.pdf
11/16/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/November/20101116cwm.pdf
11/16/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/November/20101116rda.pdf
12/2/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/December/20101202spcm.pdf
1/4/2010,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2010/January/20110104CCA.pdf
1/4/2010,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2010/January/20110104RDA.pdf
1/4/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/January/20110104CC.pdf
1/4/2011,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2011/January/20110104RDA.pdf
1/11/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/January/20110111WA.pdf
1/12/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/January/PC agenda 01-12-11.pdf
12/8/2010,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2010/December/PC_12082010.pdf
1/12/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/January/PC packet 01-12-11.pdf
1/1/2011,City Council Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2011/January/2011 Meeting Schedule.pdf
1/18/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/January/20110118CCA.pdf
12/14/2010,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2010/December/20101214ccm.pdf
12/14/2010,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2010/December/20101214rda.pdf
1/18/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/January/CC Packet 01-18-2011.pdf
1/26/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/January/PC agenda 01-26-11.pdf
1/25/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/January/20110125WA.pdf
1/4/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/January/20110104ccm.pdf
1/11/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/January/20110111cwm.pdf
1/26/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/January/01-26-11 PC packet.pdf
1/12/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/January/PC_01122011.pdf
2/1/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/February/20110201CCA.pdf
2/1/2011,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2011/February/20110201.pdf
2/8/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/February/20110208WA.pdf
2/9/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/February/PC agenda 02-09-11.pdf
2/9/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/February/PC packet 02-09-11.pdf
1/26/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/January/PC_01262011.pdf
2/15/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/February/20110215CCA.pdf
2/15/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/February/February 15, 2011.pdf"
2/22/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/February/20110222WA.pdf
2/22/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/February/20110222WA.pdf
2/23/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/February/PC agenda 02-23-11.pdf
2/9/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/February/PC_02092011.pdf
2/23/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/February/PC packet 02-23-11.pdf
3/1/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/20110301CCA.pdf
3/3/2011,Budget Retreat Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/Budget Retreat March 2011.pdf
3/3/2011,Budget Retreat Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/Budget Retreat March 2011.pdf
3/1/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/March/March 1, 2011 Council Packet.pdf"
1/18/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/January/20110118ccm.pdf
1/25/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/January/20110125cwm.pdf
2/1/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/February/20110201ccm.pdf
2/8/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/February/20110208cwm.pdf
3/9/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/March/PC agenda 3-9-11.pdf
3/8/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/20110308WA.pdf
3/9/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/March/PC packet 03-09-11.pdf
2/23/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/February/PC_02232011.pdf
3/15/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/20110315CCA.pdf
3/15/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/March/March 15, 2011 Council Packet.pdf"
3/23/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/March/PC agenda 03-23-11.pdf
3/22/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/March/20110322WA.pdf
3/23/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/March/PC packet 03-23-11.pdf
3/9/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/March/PC_03092011.pdf
2/15/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/February/20110215ccm.pdf
2/22/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/February/20110222cwm.pdf
3/1/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/March/20110301ccm.pdf
3/8/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/March/20110308cwm.pdf
4/5/2011,City Council Amended Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110405CCA.pdf
4/5/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/April/Council Packet April 5, 2011.pdf"
4/5/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110405CCA.pdf
3/15/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/March/20110315ccm_a61e8af.pdf
3/22/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/March/20110322cwm_35ca103d.pdf
4/12/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110412WA_532defd0.pdf
4/12/2011,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2011/April/201104124RDA_265e37a2.pdf
4/13/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/April/PC agenda 04-13-11_ca4f2d12.pdf
3/23/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/March/PC_03232011_d1e33a2d.pdf
4/13/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/April/PC packet 04-13-11_fe74060.pdf
4/19/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110419CCA_41c53f45.pdf
4/19/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/April/April 19, 2011 Council Packet_11719cec.pdf"
4/21/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110421CCA_5fa02315.pdf
4/21/2011,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2011/April/April 21, 2011 Council Packet_253d2409.pdf"
4/26/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/April/20110426WA_6b4eb2ca.pdf
4/27/2011,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2011/April/PC agenda 04-27-11_2c51069e.pdf
4/27/2011,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2011/April/04-27-11 PC Packet_5b5a3c4c.pdf
4/5/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/April/20110405ccm_e3091ffa.pdf
4/12/2011,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2011/April/20110412cwm_303713fd.pdf
4/13/2011,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2011/April/PC_04132011_eebcccb8.pdf
5/3/2011,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2011/May/20110503CCA_27fdff10.pdf
5/3/2011,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2011/May/20110503RDA_c42749d0.pdf
