Meeting / File Date,Name,File Type,Media Purpose,Download Link
5/15/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/May/20120515ccm_ddf1e9c1.pdf
6/5/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/June/20120605ccm_a8169c1c.pdf
6/12/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/June/20120612cwm_b7e89d46.pdf
5/1/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/May/20120501rda_6063f6f9.pdf
6/5/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/June/20120605rda_148a9636.pdf
7/11/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/July/PC Agenda 07-11-12_39efc1c2.pdf
7/10/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/July/20120710CCA_6e50cc95.pdf
7/10/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/July/Council Packet July 10, 2012_4e3c4155.pdf"
7/11/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/July/PC Packet 07-11-12_6c9302ed.pdf
6/13/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/June/PC06132012_ce2d2802.pdf
6/27/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/June/PC06272012_89d2c506.pdf
7/17/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/July/20120717CCA_17cb162c.pdf
7/17/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/July/20120717MBA_520cc9f2.pdf
7/17/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/July/Council Packet July 17, 2012_634f7fc8.pdf"
7/17/2012,Municipal Building Authority Packet,Document,Packets,"http://www.midvalecity.org/files/mba/packets/2012/July/MBA Packet July 17, 2012_9f3c44f1.pdf"
7/17/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/July/Amended Council Packet July 17, 2012_79fb39ef.pdf"
7/17/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/July/20120717CCA_b5624978.pdf
7/25/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/July/PC agenda 07-25-12_2f7e6323.pdf
7/17/2012,City Council Amended 2012 Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2012/July/2012 Amended Meeting Schedule_cfa4f6be.pdf
7/25/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/July/PC packet 07-25-12_a5f0ac72.pdf
7/11/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/July/PC 071112 minutes_8ecd750.pdf
8/8/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/August/PC agenda 08-08-12_413fa4c7.pdf
8/8/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/August/PC packet 08-08-12_78d58382.pdf
6/19/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/June/20120619ccm_7027de3a.pdf
8/14/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/August/20120814CCA_6a92c437.pdf
8/14/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/August/20120814MBA_85ad8332.pdf
8/14/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/August/20120814RDA_7fab20ee.pdf
8/14/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/August/City Council 8-14-2012_ae3f97db.pdf
8/14/2012,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2012/August/RDA 8-14-2012_e3aa3729.pdf
8/14/2012,Municipal Building Authority Packet,Document,Packets,http://www.midvalecity.org/files/mba/packets/2012/August/MBA 8-14-2012_2737521e.pdf
8/22/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/August/PC agenda 08-22-12_dd37de2.pdf
8/22/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/August/PC packet 08-22-12_1923f212.pdf
8/28/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/August/20120828CCA_a1449e63.pdf
8/28/2012,Redevelopment Agency Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/August/20120828RDA_2f26e406.pdf
8/28/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/August/City Council 8-28-2012_30c362a2.pdf
8/28/2012,Redevelopment Agency Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2012/August/RDA 8-28-2012_7ff22d62.pdf
7/25/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/July/PC 07252012_a86ad693.pdf
8/8/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/August/PC 08082012_48be7aad.pdf
9/4/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/September/20120904CCA_fca51bcc.pdf
9/11/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/September/20120911CCA_7fd34a7e.pdf
9/11/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/September/Council Packet - 9-11-12_46ac41bd.pdf
9/12/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/September/PC agenda 09-12-12_46343b8a.pdf
9/12/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/September/PC Packet 09-12-12_377e4477.pdf
9/18/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/September/20120918CCA_84e90ba6.pdf
9/18/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/September/20120918MBA_5e1257f6.pdf
9/18/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/September/CC Packet 9-18-12_1f6b927b.pdf
9/18/2012,Municipal Building Authority Packet,Document,Packets,http://www.midvalecity.org/files/mba/packets/2012/September/MBA Packet 9-18-12_6a71479.pdf
7/10/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/July/20120710ccm_bf35b569.pdf
7/17/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/July/20120717ccm_1176ebba.pdf
7/17/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/July/20120717mba_58004dec.pdf
9/11/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/September/20120911ccm_214248cf.pdf
9/4/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/September/20120904ccm_db67e2ad.pdf
8/14/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/August/20120814ccm_611eda4.pdf
8/28/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/August/20120828ccm_82382556.pdf
8/14/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/August/20120814rda_21cd4c37.pdf
8/14/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/August/20120814mba_3a4c8471.pdf
6/19/2012,Redevelopment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/June/20120619rda_3cfd7050.pdf
9/26/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/September/PC Agenda 09-26-12_b03300a8.pdf
9/26/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/September/PC Packet 09-26-12_5de26967.pdf
9/12/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/September/PC 09122012_29a725fb.pdf
8/22/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/August/PC 08222012_10fe1b1.pdf
10/2/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/October/20121002CCA_5034b5a0.pdf
10/2/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/October/20121002MBA_9bd8b20d.pdf
10/2/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/October/October 2, 2012_bc402125.pdf"
10/2/2012,Municipal Building Authority Packet,Document,Packets,"http://www.midvalecity.org/files/mba/packets/2012/October/October 2, 2012 MBA_7cfa8a1a.pdf"
10/9/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/October/20121009wa_da38c3ad.pdf
10/9/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/October/20121009MBA_552025e5.pdf
9/18/2012,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/September/20120918ccm_e1949969.pdf
9/18/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/September/20120918mba_704b4456.pdf
10/10/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/October/PC agenda 10-10-12_64e1ee19.pdf
10/10/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/October/PC Packet 10-10-12_911b85c4.pdf
10/16/2012,City Council Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/October/20121016CCA_2923cdb7.pdf
10/16/2012,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/October/20121016MBA_5be35c0b.pdf
10/16/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/October/Council Packet - October 16, 2012_d86ca535.pdf"
10/16/2012,Municipal Building Authority Packet,Document,Packets,"http://www.midvalecity.org/files/mba/packets/2012/October/MBA - October 16, 2012_4d66aa03.pdf"
10/24/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/October/PC Agenda 10-24-12_987016b5.pdf
9/26/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/September/PC 09262012_f58b3c4a.pdf
10/10/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/October/PC 10102012_11bdc398.pdf
10/24/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/October/PC Packet 10-24-12_7290372a.pdf
11/14/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/November/PC 11142012_ee0e2b45.pdf
11/13/2012,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/November/2012113CCA_1d050d53.pdf
11/13/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/November/CC 11-13-2012_191adab5.pdf
11/14/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/November/PC Packet 11-14-12_41268752.pdf
11/28/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/November/PC Agenda 11-28-12_111b722b.pdf
11/28/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/November/PC Packet 11-28-12_1fcf4fe4.pdf
11/14/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/November/PC 11142012_7e4da752.pdf
11/27/2012,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/November/2012127CCA_7f20eab5.pdf
11/27/2012,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2012/November/CC 11-27-2012_d359f0eb.pdf
11/28/2012,City Council Special Meeting,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/November/20121128 legislative breakfast_2c6a03cd.pdf
10/24/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/October/PC 10242012 (2)_fe8db9bf.pdf
12/4/2012,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/December/20121204CCA_a48f35a9.pdf
12/4/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/December/December 4, 2012 Packet_c2f3b95b.pdf"
10/9/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/October/20121009mba_df836170.pdf
10/2/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/October/20121002mba_13ddbddb.pdf
10/2/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/October/20121002ccm_724ff08a.pdf
10/9/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/October/20121009cwm_4edf8cfd.pdf
11/27/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/November/20121127ccm_bdac8c1.pdf
11/13/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/November/20121113ccm_ed2ca026.pdf
10/16/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/October/20121016ccm_6beab666.pdf
12/12/2012,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2012/December/PC Agenda 12-12-12_796dda48.pdf
12/11/2012,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2012/December/20121211CCA_b16d1e48.pdf
12/11/2012,Redevelopment Agency Meeting,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2012/December/20121211RDA_a1d71528.pdf
12/11/2012,Municipal Building Authority Meeting,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2012/December/20121211MBA_6b6a6b3d.pdf
12/11/2012,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2012/December/CC Packet - December 11, 2012_63538901.pdf"
12/11/2012,Redevelopment Agency Meeting,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2012/December/RDA Packet - December 11, 2012_b9a8a2d3.pdf"
12/11/2012,Municipal Building Authority Meeting,Document,Packets,"http://www.midvalecity.org/files/mba/packets/2012/December/MBA Packet - December 11, 2012_76a945c4.pdf"
11/28/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/November/PC 11282012 (1)_626e24c5.pdf
12/12/2012,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2012/December/PC Packet 12-12-12_992fa4c2.pdf
12/18/2012,2013 Meeting Schedule,Document,Schedules,http://www.midvalecity.org/files/council/schedules/2012/December/2013 Meeting Schedule_4e70b3e5.pdf
1/9/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/January/PC Agenda 01-09-13_adb1b314.pdf
8/28/2012,Redevelopment Agency Meeting,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/August/20120828rda_3a9aba0e.pdf
10/16/2012,Municipal Building Authority Meeting,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/October/20121016mba_88b77d19.pdf
11/28/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/November/20121128legbrkfast_fb204149.pdf
12/4/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/December/20121204ccm_3f5a6877.pdf
1/8/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/January/20130108CCA_348763a7.pdf
1/8/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/January/CC Packet - 1-8-13_8df1843e.pdf
1/9/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/January/PC Packet 01-09-13_419887e.pdf
1/15/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/January/20130115wa_315008c2.pdf
12/11/2012,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2012/December/20121211ccm_832fc7c4.pdf
1/15/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/January/CC Packet 1-15-13_f77bf34f.pdf
1/23/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/January/PC Agenda 01-23-13_504f9b8a.pdf
1/8/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/January/20130108ccm_5dc164b1.pdf
1/22/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/January/20130122ccm_43cb79c0.pdf
1/22/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/January/20130122CCA_a4d1f906.pdf
1/22/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/January/CC Packet 1-22-13_a4deaf85.pdf
1/23/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/January/PC Packet 01-23-13_574f7e4.pdf
12/12/2012,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2012/December/PC 12122012_c81b8f6e.pdf
1/8/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/January/20130108ccm_dcc475d4.pdf
1/15/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/January/20130115cwm_fb384aa4.pdf
2/5/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/February/20130212wa_2e465172.pdf
2/5/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/February/CC Packet - 2-5-13_3a36458f.pdf
2/12/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/February/20130212wa_bc1c719.pdf
2/12/2013,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2013/February/20130212RDA_dcae072c.pdf
2/5/2013,City Council Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/February/20130205ccm_96278d71.pdf
2/19/2013,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2013/February/February 19, 2013 Council Packet_e4dae80d.pdf"
2/19/2013,Redevelopment Agency Meeting Packet,Document,Packets,"http://www.midvalecity.org/files/rda/packets/2013/February/February 19, 2013 RDA Packet_fd1c7e1b.pdf"
2/19/2013,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2013/February/20130219RDA_42d1a599.pdf
2/19/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/February/20130219CCA_c7233b19.pdf
2/27/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/February/02-27-13 PC agenda_af8f5bcb.pdf
1/9/2013,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2013/January/PC 01092013_61e13826.pdf
2/27/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/February/PC Packet 02-27-13_9e053dd.pdf
3/5/2013,City Council Meeting Agenda,Document,Agendas,"http://www.midvalecity.org/files/council/agendas/2013/March/City Council Agenda March 5, 2013_be402534.pdf"
3/5/2013,City Council Packet,Document,Packets,"http://www.midvalecity.org/files/council/packets/2013/March/City Council Packet March 5, 2013_555ae.pdf"
3/13/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/March/PC Agenda 03-13-13_6374698b.pdf
1/23/2013,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2013/January/PC 01232013_986efcaa.pdf
2/27/2013,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2013/February/PC 02272013_c6b8cae8.pdf
2/12/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/February/20130212cwm_73e8a107.pdf
2/12/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/February/20130212ccm_e36f8f44.pdf
2/19/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/February/20130219ccm_cf1fb06a.pdf
3/12/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/March/20130312CWA_fbee7fdc.pdf
3/12/2013,Appeal Hearing,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/March/20130312APPEAL HEARING_59b7cd16.pdf
3/13/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/March/PC Packet 03-13-13_cb949394.pdf
3/19/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/March/20130319CCA_5ac5512a.pdf
3/19/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/March/20130319CCA_4ec64be1.pdf
3/13/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/March/PC Agenda 03-27-13_6038683a.pdf
3/27/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/March/PC Agenda 03-27-13_e6dc7e2c.pdf
3/27/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/March/PC Packet 03-27-13_2f28bf99.pdf
3/13/2013,Planning Commission Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/planning/minutes/2013/March/PC03132013 Draft_cc3cfb18.pdf
3/5/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/March/20130305ccm_2172dc1f.pdf
3/12/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/March/20130312cwm_d00fe4e9.pdf
4/2/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/April/20130402CCA_fcbdcc41.pdf
4/2/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/April/20130402CCA_ccadcb92.pdf
4/10/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/April/04-10-13 PC Agenda_a06de524.pdf
12/11/2012,Redeveloment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2012/December/20121211rda_88e4646c.pdf
2/12/2013,Redeveloment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2013/February/20130212rda_9739fc9a.pdf
4/16/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/April/20130416CCA_aa91e907.pdf
4/16/2013,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2013/April/20130416RDA_c14ef82e.pdf
4/16/2013,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2013/April/20130416MBA_3d7a68f2.pdf
4/16/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/April/20130416CCA_b97786be.pdf
4/16/2013,Redevelopment Agency Meeting Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2013/April/20130416RDA_5bc90820.doc
4/16/2013,Municipal Building Authority Meeting Packet,Document,Packets,http://www.midvalecity.org/files/mba/packets/2013/April/20130416MBA_ad4784ad.pdf
3/20/2013,City Council Special Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/March/20130320Budget Retreat_1e909b77.pdf
12/11/2012,Municipal Building Authority Minutes,Document,Minutes,http://www.midvalecity.org/files/mba/minutes/2012/December/20121211mba_b8755292.pdf
2/19/2013,Redeveloment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2013/February/20130219rda_f36384.pdf
3/19/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/March/20130319ccm_8ec8f0e9.pdf
4/2/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/April/20130402ccm_77a47523.pdf
4/24/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/April/PC Agenda 04-24-13_78fa84f5.pdf
4/24/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/April/04-24-13 PC Packet_980fd806.pdf
4/30/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/April/20130430CCA_49dfd062.pdf
4/30/2013,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2013/April/20130430RDA_71a012cd.pdf
4/30/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/April/20130430CCA_40acb5bb.pdf
4/30/2013,Redevelopment Agency Meeting Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2013/April/20130430RDA_f2192b0b.pdf
5/7/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/May/20130507CCA_c4e55fe8.pdf
4/16/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/April/20130416ccm_76618845.pdf
4/16/2013,Redeveloment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2013/April/20130416rda_4b708daa.pdf
5/7/2013,City Council Packet,Document,Packets,http://www.midvalecity.org/files/council/packets/2013/May/20130507CCA_f53297c2.pdf
5/7/2013,Redevelopment Agency Meeting Packet,Document,Packets,http://www.midvalecity.org/files/rda/packets/2013/May/20130507RDA_65173553.pdf
5/7/2013,Municipal Building Authority Meeting Packet,Document,Packets,http://www.midvalecity.org/files/mba/packets/2013/May/20130507MBA_b1750b3.pdf
5/7/2013,Redevelopment Agency Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/rda/agendas/2013/May/20130507RDA_e0694323.pdf
5/7/2013,Municipal Building Authority Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/mba/agendas/2013/May/20130507MBA_68ed49ff.pdf
5/8/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/May/PC Agenda 05-08-13_200005e7.pdf
5/8/2013,Planning Commission Packet,Document,Packets,http://www.midvalecity.org/files/planning/packets/2013/May/PC Packet 05-08-13_91b2defe.pdf
5/14/2013,City Council Meeting Agenda,Document,Agendas,http://www.midvalecity.org/files/council/agendas/2013/May/20130514CWA_82fe175a.pdf
4/30/2013,City Council Meeting Minutes,Document,Minutes,http://www.midvalecity.org/files/council/minutes/2013/April/20130430ccm_65b2cb6b.pdf
4/30/2013,Redeveloment Agency Minutes,Document,Minutes,http://www.midvalecity.org/files/rda/minutes/2013/April/201320430rda_1efa2b86.pdf
5/22/2013,Planning Commission Agenda,Document,Agendas,http://www.midvalecity.org/files/planning/agendas/2013/May/PC Agenda 05-22-13_55445539.pdf
